VideoID: 
Thread ID, Timestamp, API Endpoint (Subscription ID), Success?
2,2017-11-05 13:21:19:205,39824523dc9545758d1d74013d5916fa,0
2,2017-11-05 13:21:21:338,39824523dc9545758d1d74013d5916fa,0
0,2017-11-05 13:21:19:202,39824523dc9545758d1d74013d5916fa,0
3,2017-11-05 13:21:19:205,39824523dc9545758d1d74013d5916fa,0
2,2017-11-05 13:21:22:820,39824523dc9545758d1d74013d5916fa,1
4,2017-11-05 13:21:19:205,39824523dc9545758d1d74013d5916fa,0
0,2017-11-05 13:21:21:250,39824523dc9545758d1d74013d5916fa,1
5,2017-11-05 13:21:19:205,39824523dc9545758d1d74013d5916fa,0
3,2017-11-05 13:21:21:250,39824523dc9545758d1d74013d5916fa,1
1,2017-11-05 13:21:19:204,39824523dc9545758d1d74013d5916fa,0
4,2017-11-05 13:21:21:250,39824523dc9545758d1d74013d5916fa,1
5,2017-11-05 13:21:21:250,39824523dc9545758d1d74013d5916fa,1
1,2017-11-05 13:21:21:245,39824523dc9545758d1d74013d5916fa,1
