VideoID: 
Thread ID, Timestamp, API Endpoint (Subscription ID), Success?
3,2017-11-05 13:21:45:905,ae99acc5ec754d359c58234614aed1d4,0
0,2017-11-05 13:21:45:903,ae99acc5ec754d359c58234614aed1d4,0
3,2017-11-05 13:21:47:421,ae99acc5ec754d359c58234614aed1d4,0
5,2017-11-05 13:21:45:905,ae99acc5ec754d359c58234614aed1d4,0
0,2017-11-05 13:21:47:467,ae99acc5ec754d359c58234614aed1d4,1
4,2017-11-05 13:21:45:905,ae99acc5ec754d359c58234614aed1d4,0
3,2017-11-05 13:21:48:965,ae99acc5ec754d359c58234614aed1d4,1
1,2017-11-05 13:21:45:904,ae99acc5ec754d359c58234614aed1d4,0
5,2017-11-05 13:21:47:421,ae99acc5ec754d359c58234614aed1d4,1
2,2017-11-05 13:21:45:904,ae99acc5ec754d359c58234614aed1d4,0
4,2017-11-05 13:21:47:421,ae99acc5ec754d359c58234614aed1d4,1
1,2017-11-05 13:21:47:421,ae99acc5ec754d359c58234614aed1d4,1
2,2017-11-05 13:21:47:421,ae99acc5ec754d359c58234614aed1d4,1
