VideoID: 
Thread ID, Timestamp, API Endpoint (Subscription ID), Success?
4,2017-11-05 13:55:00:678,ae99acc5ec754d359c58234614aed1d4,1
2,2017-11-05 13:55:00:678,ae99acc5ec754d359c58234614aed1d4,0
5,2017-11-05 13:55:00:678,ae99acc5ec754d359c58234614aed1d4,1
3,2017-11-05 13:55:00:678,ae99acc5ec754d359c58234614aed1d4,0
4,2017-11-05 13:55:03:5,ae99acc5ec754d359c58234614aed1d4,1
1,2017-11-05 13:55:00:677,ae99acc5ec754d359c58234614aed1d4,0
2,2017-11-05 13:55:01:814,ae99acc5ec754d359c58234614aed1d4,0
0,2017-11-05 13:55:00:677,ae99acc5ec754d359c58234614aed1d4,0
3,2017-11-05 13:55:01:814,ae99acc5ec754d359c58234614aed1d4,1
1,2017-11-05 13:55:01:812,ae99acc5ec754d359c58234614aed1d4,1
0,2017-11-05 13:55:01:809,ae99acc5ec754d359c58234614aed1d4,1
