VideoID: 
Thread ID, Timestamp, API Endpoint (Subscription ID), Success?
3,2017-11-05 13:51:31:702,a4b2f96e978b4416a50ac39ac54a6f18,0
4,2017-11-05 13:51:31:702,a4b2f96e978b4416a50ac39ac54a6f18,1
2,2017-11-05 13:51:31:702,a4b2f96e978b4416a50ac39ac54a6f18,0
5,2017-11-05 13:51:31:703,a4b2f96e978b4416a50ac39ac54a6f18,1
0,2017-11-05 13:51:31:701,a4b2f96e978b4416a50ac39ac54a6f18,0
3,2017-11-05 13:51:32:837,a4b2f96e978b4416a50ac39ac54a6f18,1
1,2017-11-05 13:51:31:702,a4b2f96e978b4416a50ac39ac54a6f18,0
2,2017-11-05 13:51:32:837,a4b2f96e978b4416a50ac39ac54a6f18,1
0,2017-11-05 13:51:32:837,a4b2f96e978b4416a50ac39ac54a6f18,1
1,2017-11-05 13:51:32:837,a4b2f96e978b4416a50ac39ac54a6f18,1
